Date,AMZN,BLK,BSX,COP,META,NEE,NVDA,STLD,UBER,WMT
2020-08-06,0.0062115284906952865,0.0001374283837229828,0.0042316870783951025,0.000788982383312057,0.06285137596046876,-0.003423758989129132,0.0043095719490951504,-0.006055218695570395,0.044477904594675835,-0.0035500353053122278
2020-08-07,-0.01800293843304236,0.010184547630998981,0.028104941752796812,0.0065487799232102715,0.011841332516563035,0.01742125752214731,-0.012070189421997717,0.017705784208840326,-0.05355509934659934,0.0047819025250456235
2020-08-10,-0.006111826385309402,-0.013677008605172689,0.00025653166106920735,0.03438864886295841,-0.020473356724760746,-0.014490826960510345,-0.0030852471236712843,0.057957652086788734,-0.019334683901327664,0.014588548248791276
2020-08-11,-0.02167112480516848,0.011038412677510205,0.008430292032808455,0.0017645562250114444,-0.026468857031296988,-0.02084010541781732,-0.028618690304523832,0.003966985899562773,-0.033399493301031,-0.012820658968063565
2020-08-12,0.026133573522779383,0.006117557180790267,0.016399956500586982,0.04793816040671533,0.014573342815202844,0.02418418840335223,0.052972866185664,0.012133226950348132,-0.011925973305409183,0.012896515155206343
2020-08-13,-0.0003859062604570367,-0.0011525818007286893,-0.005269089768916936,-0.025034495127841637,0.005410732302245086,-0.0006680075189966775,0.00024000671130482685,-0.003919050512245289,-0.012398236232548676,0.003799416456937157
2020-08-14,-0.004121037907113718,-0.0018675564103558067,-0.014954027334555559,0.004665313178061522,-0.0002297234966032707,-0.013808065449670559,0.010518729916891217,0.012681175088312634,-0.015550332281327529,0.0056722866638533745
2020-08-17,0.010865072977043023,0.006048526882471199,0.004840122320525555,-0.0029442740834022887,-0.00030638010968135333,0.00883782909464919,0.06470579408179067,-0.00226442518100597,-0.017151933335783454,0.02237231981028869
2020-08-18,0.04006138810950659,-0.004774835995693643,-0.0005083030864105874,-0.009132441573752566,0.004508328722175314,0.00021208125389142064,-0.006199444148299309,-0.015995030663062147,0.020148444752075494,-0.0065852709153317954
2020-08-19,-0.015825714532805114,0.0009161988550276439,0.0005083030864106936,-0.01700423783045682,0.0009524724931839935,-0.002511578546007429,-0.010020939987435007,-0.0072656361341119175,-0.022185778778711716,-0.01722124189977061
2020-08-20,0.011250743012291311,-0.010894232163811983,-0.012530476430594895,-0.022444433522077336,0.024154586402485877,-0.0008147585976365632,0.00020594862131556932,0.0003315012184768974,0.06545159092605585,-0.013993576001351248
2020-08-21,-0.003843813244746528,0.0011648242841076346,-0.011127047137881475,-0.015859066420124458,-0.007462508875777714,0.0010626500395678018,0.043713809068826076,-0.01974301016542782,-0.01863806926922214,0.008085331316271099
2020-08-24,0.006899163550113672,0.0126077984175058,0.013183552159371576,0.018435164126700546,0.01627093227130022,0.0007785392828485336,0.0028932327787589583,0.023711307755653572,0.006788485386706215,-0.0022816359601589603
2020-08-25,0.01173146611135582,-0.0005074456154940224,0.017816729387215537,-0.0005150163624220737,0.03415707093891336,-0.004681212465776514,0.0023360109797386746,-0.015298097750865712,0.0048208229323315,-0.0053440874673957835
2020-08-26,0.02809711446991023,0.0016058345576666036,-0.007342757978110824,-0.03376814486598288,0.079017505567024,-0.008245534220095432,0.001802445199828443,-0.003693215547159316,0.03496965886576293,0.000535536542980738
2020-08-27,-0.012233678809977448,0.00485201149937764,0.035695799126130016,0.015586147653637493,-0.035808355202721465,0.004600559185569393,-0.011397447041242069,0.0020163245047303564,0.015361285521554425,0.04437197016590465
2020-08-28,0.0005292501453169122,0.010167019271434803,0.0061117414901758265,0.00601082196653565,0.0014996375018514778,0.0023994365434259124,0.04031438039079534,0.013669088178082016,0.030032287787051054,0.026506580673988752
2020-08-31,0.014347795491567642,-0.011495384807221117,-0.00024371289885825106,-0.012849441070412613,-0.001567765922590553,-0.0013601998367882278,0.017099305522537415,-0.02277403215518686,-0.005042222403835942,-0.010389002501669214
2020-09-01,0.013858994770032553,0.0034440073684849797,0.010910539890343171,-0.01945440025862619,0.007610816855011334,-0.007334120373790189,0.03313849634004963,0.019457304741927448,0.019726774415797482,0.061044009857440545
2020-09-02,0.009197048337934825,0.019531284738418468,0.01816055441197615,-0.02121388970442319,0.023615419126262718,0.039376152789631504,0.03731665110643756,0.022015088779187654,0.0020387278560172507,0.0006095318632624528
2020-09-03,-0.047389460231042485,-0.04267653007932649,-0.017678383306570906,-0.010777938483266846,-0.03834580359053614,-0.026968343003841842,-0.0973649403922476,-0.01506251910765393,-0.028328807983245725,-0.021491430769150072
2020-09-04,-0.022028208040287028,-0.025338972613412867,-0.0002411024739487526,-0.0036190170732851882,-0.029242905817217744,-0.011722317544783974,-0.030660063115151574,0.011481060900436537,-0.0051012313188956515,-0.011901322534352476
2020-09-08,-0.04493916629572862,-0.021645046979819112,-0.013592475989315374,-0.051498365199220235,-0.04178352201701064,0.002125090769071395,-0.05785066638505535,-0.04264451589957824,0.031974245245056106,-0.031145679426943542
2020-09-09,0.037013109131374684,0.01373235791618247,0.014797131913134066,0.011675764587046486,0.009396702430770003,0.015920971616827956,0.065152238678316,-0.0013626005328158605,0.019905421296383573,0.010347116066972004
2020-09-10,-0.029022560577017922,-0.030577873375085524,-0.013575906895549335,-0.04571924505776114,-0.020783023245997623,-0.019525967890754923,-0.032228366462836375,-0.009589042044165351,0.027329528775584387,-0.022263326278587212
2020-09-11,-0.0187214757293059,-0.0038912684597010526,-0.016736799427133183,0.005755155445684316,-0.005535824628690451,0.004468104499543184,-0.012032326911143622,0.009248119366316419,0.02741399778063516,-0.0008042729107801317
2020-09-14,-0.004261050710177225,0.011354388068402834,0.020391273244649906,0.012306933920514709,-0.0017269677285695554,0.013462841409679611,0.05655204790742437,0.025582164577596385,0.025892310365148635,0.004525159172523439
2020-09-15,0.016986906487693396,0.0014240308287269045,-0.002434831367585816,0.00831848757593042,0.02328512026662009,0.04772212297929396,0.009183092514964058,0.009262523687737523,-0.012728878561703854,0.0002912495311624282
2020-09-16,-0.02503409881608985,0.024454197434962143,-0.020441589512617275,0.03717051713703592,-0.033215724828819224,-0.05330662893779768,-0.037368912189465496,0.002958874396353896,0.005057873793541974,-0.008040523513770442
2020-09-17,-0.02279449983567252,-0.023998415888860494,-0.013022985922067179,0.028384578175467797,-0.033571892302679235,-0.002964776090101192,-0.00408370391165426,0.025924916520024464,-0.016060261264187522,0.0031509588648131032
2020-09-18,-0.018049831297685878,0.015398543174824818,-0.03045657446771351,-0.0061146877631985995,-0.009027384321512668,-0.009345388269928702,-0.02224980443858894,0.024333620190808706,0.0016176212302474837,-0.010294928821699068
2020-09-21,0.0018798451658920037,-0.007805211924709593,0.001817466317071336,-0.043007792913886594,-0.017496681967626684,-0.0026032751203507454,0.026553231554153553,-0.08738029921623344,-0.01711758269699418,0.013070920704383282
2020-09-22,0.055362197019776946,-0.0032445087758029073,0.0012961567218112305,-0.0017479328441534615,0.026249414572253153,0.006711564334205922,0.00958067480079642,0.00136192377040626,-0.05898168771005242,0.009005846428261018
2020-09-23,-0.04214463095521935,-0.022510331378809905,-0.02306174681276157,-0.04106525873339465,-0.022749554589794423,-0.017230225171469122,-0.04152217470402642,-0.013358583878616135,-0.025019768058977314,-0.016916009582187978
2020-09-24,0.0066217097971920415,-0.006501340805763368,-0.01603461098413785,0.020445801816665547,0.0020458725578232557,0.015358619204725404,0.018327787384651045,-0.004492909949440365,-0.005979114069178154,0.005207327216514216
2020-09-25,0.024642604582375296,0.023568337188778286,0.005909263056679118,0.0029717565462329355,0.02097833374885714,0.015303252912563204,0.04169639393319254,-0.0003464737881767385,0.0327414779238143,0.004160888763959212
2020-09-28,0.025178461064278568,0.019594802164922178,0.017521017526363383,0.0002967578969033521,0.007818224684091362,0.008198953728802095,0.01244755909614344,0.03807414261968386,0.031422244732730066,-0.0001455312933639144
2020-09-29,-0.00923261654532486,-0.006915704878284803,-0.006335862900008393,-0.03778599545627094,0.019167214180122568,-0.0035967714242268337,0.014527611233256015,-0.036654434426671156,-0.0036625217738197584,-0.0008017826822395287
2020-09-30,0.0012233973846267278,0.01564830897176815,0.011846940672018927,0.011638875763811915,0.0004198833025188371,-0.01983379244652212,0.022780782515097346,-0.001047470212363839,0.029205225166918574,0.01999689692374949
2020-10-01,0.022773457377156782,0.007707010925509664,0.005480872183119769,-0.012563443144598308,0.01789918038306654,0.018561445142164082,0.006188985365635113,0.015939625867861875,0.01793038683296914,0.022404673879421515
2020-10-02,-0.030338326155417573,0.003883734024888622,0.0015605042198444303,0.019542583183648193,-0.025411231511893163,-0.005638832058109149,-0.04140891427104425,0.020752457315550053,0.015495950636727708,-0.018196260089488055
2020-10-05,0.023466537334268914,0.01886944835172159,0.019558063570184248,0.035935399431466224,0.017957574795638018,0.023688179186434784,0.04346347340531361,0.04251755696983627,-0.015495950636727785,0.009209740054870423
2020-10-06,-0.03151160525254176,-0.0012917021975833106,0.0022909555283556152,-0.029004630395077856,-0.02289392970903764,0.008198316664211992,0.00686669290011727,-0.003879616204927602,-0.02397938045381223,-0.008284983312303255
2020-10-07,0.030413812448158245,0.020166664867159546,0.02138173398210403,0.030462600679234862,-0.002089844320414204,0.023290158123337325,0.0164259638849962,0.03407405144793592,0.014239026949914952,0.0018471256595163454
2020-10-08,-0.0016097349459189387,0.020711142828754366,0.007685704515924556,0.034357313024833205,0.021615104941802722,0.013106881184789254,-0.009010110768334363,0.027788421117442293,0.015110956213166297,0.0033302278139773255
2020-10-09,0.02967554216621051,0.011727085843923832,0.015925797890917963,-0.01132156874146829,0.0026127661336238033,0.006192462483412632,-0.005506772258981752,-0.00794897895764253,-0.001876416426492416,0.009995122866463322
2020-10-12,0.0464540159772508,0.0054139492078770605,0.019974237041787468,0.013008978236156198,0.0418422184560883,0.00907054840408505,0.03310555184656368,0.019152657013720858,-0.02747356673658888,0.010242975477312649
2020-10-13,0.0002033158031418585,0.03839830158161792,-0.02533621009439151,-0.020151135891202075,0.0014134595460508436,-0.013835629935492148,0.0015628075353178938,-0.01517033243839769,-0.019493709772255688,0.013632890469161914
2020-10-14,-0.023481628688544316,0.0013921153720533965,-0.007358366479308105,-0.010085040768194959,-0.015767854512471334,-0.0027569583618384493,-0.010796238106275807,0.016674803081772355,-0.012735441700364126,-0.01578434614308236
2020-10-15,-0.007478033616218114,0.009937297982155062,-0.04069888372728818,0.02488345062956424,-0.018940662678232755,-0.007277645474723776,-0.008925494186619755,0.0039005685964446325,-0.024507563660374373,0.004090574250314091
2020-10-16,-0.01994812848396483,0.01709116884918531,-0.0144630977531281,-0.03491785311664958,-0.0029663625698582398,0.023641233428339674,-0.011410811830912831,0.0,-0.015887274569132664,0.0012447325083446085
2020-10-19,-0.020216949722746604,-0.03481050606757578,-0.017583399532384043,-0.032197623528949774,-0.017181532831067214,-0.019995790190131164,-0.022978504943156255,-0.00811880343797696,0.014719134801445228,-0.012236714299071395
2020-10-20,0.0030508956211158598,0.015907180699238715,-0.006108093297723244,-0.0036764888843351575,0.02329220856860986,0.004795778950133108,0.01088690976441985,-0.038158405383623535,0.059282919111273334,0.006623814100245229
2020-10-21,-0.01001890884724982,-0.015749555447929716,-0.010443243309187314,-0.061392404872503546,0.040899894410092,-0.011057918252682881,-0.008888573140465242,-0.021881466658490164,-0.031047118969065587,0.0034684604137857882
2020-10-22,-0.002684886825932588,0.00029932248175749943,-0.007836843436904196,0.04061303206962508,-0.002191070018793944,0.015301155522899788,-0.012181151284060741,0.03000388944145178,0.04173067157059781,-0.0059041063070560005
